Time,X,Y,Z
14.68,1.092,2.214,-0.192
14.685,1.123,2.45,0.089
14.69,1.097,2.412,0.398
14.695,1.058,2.007,0.607
14.7,1.049,1.279,0.653
14.705,1.068,0.398,0.548
14.71,1.074,-0.437,0.352
14.715,1.014,-1.096,0.119
14.72,0.868,-1.559,-0.147
14.725,0.659,-1.869,-0.488
14.73,0.435,-2.057,-0.915
14.735,0.251,-2.111,-1.357
14.74,0.152,-2.012,-1.7
14.745,0.162,-1.777,-1.882
14.75,0.265,-1.472,-1.93
14.755,0.407,-1.174,-1.884
14.76,0.51,-0.936,-1.713
14.765,0.507,-0.779,-1.34
14.77,0.353,-0.704,-0.753
14.775,0.026,-0.696,-0.064
14.78,-0.468,-0.717,0.559
14.785,-1.072,-0.716,1.016
14.79,-1.658,-0.666,1.326
14.795,-2.065,-0.599,1.565
14.8,-2.166,-0.606,1.781
14.805,-1.921,-0.778,1.953
14.81,-1.384,-1.119,2.03
14.815,-0.659,-1.504,1.967
14.82,0.136,-1.713,1.748
14.825,0.868,-1.545,1.406
14.83,1.389,-0.927,1
14.835,1.563,0.035,0.571
14.84,1.355,1.112,0.099
14.845,0.886,2.082,-0.462
14.85,0.394,2.824,-1.103
14.855,0.093,3.324,-1.709
14.86,0.048,3.614,-2.107
14.865,0.146,3.715,-2.189
14.87,0.212,3.635,-1.98
14.875,0.152,3.403,-1.587
14.88,0.014,3.071,-1.098
14.885,-0.066,2.659,-0.542
14.89,0.007,2.129,0.037
14.895,0.226,1.406,0.5
14.9,0.496,0.474,0.63
14.905,0.705,-0.571,0.277
14.91,0.78,-1.554,-0.499
14.915,0.698,-2.33,-1.421
14.92,0.485,-2.854,-2.154
14.925,0.212,-3.169,-2.471
14.93,-0.011,-3.338,-2.331
14.935,-0.06,-3.41,-1.851
14.94,0.148,-3.441,-1.224
14.945,0.601,-3.505,-0.628
14.95,1.173,-3.67,-0.168
14.955,1.655,-3.926,0.144
14.96,1.84,-4.15,0.377
14.965,1.607,-4.163,0.63
14.97,0.98,-3.84,0.971
14.975,0.114,-3.178,1.405
14.98,-0.782,-2.256,1.878
14.985,-1.538,-1.143,2.315
14.99,-2.086,0.148,2.652
14.995,-2.439,1.601,2.847
15,-2.632,3.119,2.863
15.005,-2.663,4.523,2.66
15.01,-2.491,5.616,2.193
15.015,-2.081,6.265,1.434
15.02,-1.441,6.417,0.411
15.025,-0.645,6.078,-0.734
15.03,0.178,5.318,-1.743
15.035,0.866,4.295,-2.345
15.04,1.268,3.237,-2.403
15.045,1.305,2.366,-1.978
15.05,1.023,1.792,-1.26
15.055,0.606,1.474,-0.441
15.06,0.286,1.273,0.379
15.065,0.221,1.034,1.181
15.07,0.411,0.649,1.938
15.075,0.715,0.058,2.544
15.08,0.95,-0.748,2.834
15.085,0.981,-1.701,2.68
15.09,0.757,-2.635,2.063
15.095,0.292,-3.316,1.073
15.1,-0.368,-3.541,-0.126
15.105,-1.144,-3.263,-1.337
15.11,-1.908,-2.627,-2.369
15.115,-2.487,-1.905,-3.093
15.12,-2.706,-1.346,-3.474
15.125,-2.469,-1.069,-3.56
15.13,-1.811,-1.05,-3.411
15.135,-0.902,-1.201,-3.055
15.14,0.022,-1.462,-2.489
15.145,0.753,-1.84,-1.742
15.15,1.199,-2.372,-0.921
15.155,1.388,-3.029,-0.178
15.16,1.411,-3.659,0.392
15.165,1.321,-3.997,0.798
15.17,1.086,-3.789,1.107
15.175,0.653,-2.922,1.358
15.18,0.039,-1.492,1.538
15.185,-0.603,0.242,1.643
15.19,-1.047,1.985,1.708
15.195,-1.106,3.509,1.774
15.2,-0.733,4.703,1.836
15.205,-0.033,5.537,1.836
15.21,0.804,6.019,1.69
15.215,1.575,6.173,1.341
15.22,2.109,6.052,0.813
15.225,2.29,5.748,0.23
15.23,2.078,5.342,-0.214
15.235,1.525,4.838,-0.333
15.24,0.749,4.127,-0.063
15.245,-0.11,3.058,0.461
15.25,-0.917,1.55,0.945
15.255,-1.546,-0.309,1.083
15.26,-1.883,-2.272,0.752
15.265,-1.859,-4.017,0.098
15.27,-1.493,-5.275,-0.542
15.275,-0.9,-5.899,-0.842
15.28,-0.241,-5.873,-0.701
15.285,0.348,-5.27,-0.297
15.29,0.789,-4.216,0.032
15.295,1.044,-2.882,0.004
15.3,1.099,-1.474,-0.428
15.305,0.971,-0.206,-1.065
15.31,0.736,0.746,-1.592
15.315,0.507,1.284,-1.759
15.32,0.372,1.398,-1.487
15.325,0.331,1.165,-0.873
15.33,0.298,0.713,-0.133
15.335,0.178,0.17,0.481
15.34,-0.061,-0.4,0.753
15.345,-0.371,-0.995,0.549
15.35,-0.663,-1.614,-0.098
15.355,-0.866,-2.171,-0.93
15.36,-0.94,-2.498,-1.533
15.365,-0.865,-2.426,-1.552
15.37,-0.631,-1.898,-0.916
15.375,-0.251,-1,0.112
15.38,0.229,0.097,1.075
15.385,0.73,1.224,1.577
15.39,1.153,2.25,1.506
15.395,1.376,3.067,1.045
15.4,1.285,3.573,0.509
15.405,0.845,3.699,0.13
15.41,0.161,3.451,-0.013
15.415,-0.517,2.931,0.038
15.42,-0.895,2.252,0.192
15.425,-0.781,1.452,0.36
15.43,-0.185,0.482,0.461
15.435,0.68,-0.684,0.404
15.44,1.493,-1.92,0.124
15.445,1.956,-2.946,-0.312
15.45,1.896,-3.474,-0.678
15.455,1.328,-3.391,-0.723
15.46,0.447,-2.831,-0.386
15.465,-0.454,-2.072,0.135
15.47,-1.106,-1.382,0.533
15.475,-1.368,-0.925,0.638
15.48,-1.257,-0.763,0.535
15.485,-0.902,-0.89,0.406
15.49,-0.454,-1.224,0.3
15.495,-0.036,-1.58,0.07
15.5,0.258,-1.715,-0.448
15.505,0.355,-1.433,-1.224
15.51,0.205,-0.716,-1.965
15.515,-0.179,0.241,-2.298
15.52,-0.676,1.117,-2.07
15.525,-1.068,1.641,-1.459
15.53,-1.144,1.731,-0.807
15.535,-0.829,1.519,-0.356
15.54,-0.263,1.259,-0.126
15.545,0.266,1.17,0.033
15.55,0.487,1.332,0.287
15.555,0.32,1.671,0.722
15.56,-0.072,2.026,1.343
15.565,-0.399,2.251,2.072
15.57,-0.434,2.283,2.706
15.575,-0.148,2.164,2.95
15.58,0.294,2.003,2.592
15.585,0.65,1.911,1.657
15.59,0.742,1.944,0.422
15.595,0.521,2.058,-0.732
15.6,0.05,2.112,-1.513
15.605,-0.545,1.914,-1.838
15.61,-1.117,1.316,-1.828
15.615,-1.514,0.288,-1.672
15.62,-1.602,-1.047,-1.508
15.625,-1.306,-2.465,-1.359
15.63,-0.654,-3.729,-1.17
15.635,0.217,-4.661,-0.887
15.64,1.099,-5.155,-0.483
15.645,1.789,-5.151,0.055
15.65,2.154,-4.628,0.722
15.655,2.163,-3.619,1.429
15.66,1.87,-2.244,1.98
15.665,1.357,-0.723,2.153
15.67,0.698,0.673,1.87
15.675,-0.056,1.708,1.265
15.68,-0.852,2.26,0.603
15.685,-1.622,2.357,0.106
15.69,-2.286,2.131,-0.137
15.695,-2.779,1.758,-0.155
15.7,-3.061,1.393,-0.022
15.705,-3.108,1.142,0.196
15.71,-2.898,1.043,0.421
15.715,-2.425,1.077,0.518
15.72,-1.722,1.178,0.328
15.725,-0.875,1.261,-0.215
15.73,-0.007,1.25,-0.985
15.735,0.764,1.119,-1.691
15.74,1.337,0.911,-2.038
15.745,1.635,0.737,-1.891
15.75,1.611,0.726,-1.341
15.755,1.284,0.941,-0.631
15.76,0.762,1.309,-0.029
15.765,0.24,1.641,0.291
15.77,-0.063,1.735,0.307
15.775,0.012,1.49,0.116
15.78,0.492,0.965,-0.145
15.785,1.249,0.338,-0.368
15.79,2.045,-0.198,-0.497
15.795,2.629,-0.545,-0.509
15.8,2.845,-0.758,-0.4
15.805,2.693,-0.999,-0.203
15.81,2.304,-1.421,0.002
15.815,1.836,-2.036,0.125
15.82,1.367,-2.676,0.126
15.825,0.875,-3.087,0.055
15.83,0.303,-3.073,0.039
15.835,-0.334,-2.615,0.219
15.84,-0.92,-1.86,0.65
15.845,-1.297,-1.041,1.248
15.85,-1.363,-0.367,1.821
15.855,-1.142,0.043,2.162
15.86,-0.774,0.177,2.14
15.865,-0.466,0.112,1.745
15.87,-0.413,-0.026,1.093
15.875,-0.723,-0.108,0.382
15.88,-1.346,-0.048,-0.2
15.885,-2.067,0.173,-0.554
15.89,-2.585,0.517,-0.698
15.895,-2.657,0.918,-0.7
15.9,-2.217,1.289,-0.61
15.905,-1.407,1.531,-0.447
15.91,-0.483,1.559,-0.248
15.915,0.31,1.335,-0.085
15.92,0.83,0.89,-0.029
15.925,1.057,0.312,-0.085
15.93,1.061,-0.278,-0.188
15.935,0.969,-0.744,-0.223
15.94,0.918,-0.955,-0.078
15.945,0.991,-0.829,0.3
15.95,1.162,-0.39,0.832
15.955,1.29,0.203,1.282
15.96,1.208,0.702,1.331
15.965,0.841,0.897,0.767
15.97,0.263,0.729,-0.35
15.975,-0.332,0.338,-1.666
15.98,-0.739,-0.023,-2.684
15.985,-0.825,-0.134,-3.028
15.99,-0.573,0.048,-2.631
15.995,-0.076,0.371,-1.734
16,0.491,0.587,-0.704
16.005,0.94,0.519,0.181
16.01,1.148,0.171,0.804
16.015,1.113,-0.3,1.148
16.02,0.939,-0.713,1.222
16.025,0.747,-0.993,1.091
16.03,0.59,-1.194,0.926
16.035,0.425,-1.417,0.932
16.04,0.19,-1.705,1.187
16.045,-0.119,-1.989,1.578
16.05,-0.415,-2.121,1.895
16.055,-0.581,-1.954,1.986
16.06,-0.559,-1.412,1.811
16.065,-0.416,-0.533,1.379
16.07,-0.316,0.531,0.667
16.075,-0.409,1.543,-0.357
16.08,-0.724,2.238,-1.623
16.085,-1.136,2.416,-2.907
16.09,-1.435,2.026,-3.895
16.095,-1.452,1.198,-4.325
16.1,-1.143,0.19,-4.085
16.105,-0.611,-0.729,-3.249
16.11,-0.045,-1.369,-2.028
16.115,0.361,-1.646,-0.678
16.12,0.482,-1.55,0.559
16.125,0.293,-1.11,1.492
16.13,-0.117,-0.394,2.005
16.135,-0.582,0.491,2.071
16.14,-0.916,1.414,1.76
16.145,-0.996,2.245,1.222
16.15,-0.814,2.854,0.626
16.155,-0.461,3.12,0.072
16.16,-0.056,2.946,-0.435
16.165,0.324,2.328,-0.922
16.17,0.662,1.403,-1.364
16.175,0.973,0.423,-1.654
16.18,1.262,-0.353,-1.667
16.185,1.506,-0.787,-1.356
16.19,1.66,-0.91,-0.813
16.195,1.679,-0.859,-0.215
16.2,1.544,-0.757,0.284
16.205,1.27,-0.649,0.646
16.21,0.918,-0.527,0.939
16.215,0.584,-0.401,1.272
16.22,0.367,-0.342,1.697
16.225,0.327,-0.435,2.152
16.23,0.437,-0.702,2.485
16.235,0.58,-1.069,2.549
16.24,0.575,-1.395,2.307
16.245,0.25,-1.56,1.856
16.25,-0.476,-1.528,1.355
16.255,-1.534,-1.349,0.91
16.26,-2.708,-1.109,0.523
16.265,-3.699,-0.855,0.128
16.27,-4.219,-0.568,-0.331
16.275,-4.093,-0.21,-0.85
16.28,-3.317,0.214,-1.372
16.285,-2.063,0.626,-1.82
16.29,-0.619,0.924,-2.118
16.295,0.7,1.064,-2.216
16.3,1.646,1.094,-2.11
16.305,2.104,1.105,-1.823
16.31,2.118,1.161,-1.382
16.315,1.863,1.252,-0.822
16.32,1.583,1.327,-0.219
16.325,1.475,1.341,0.332
16.33,1.592,1.276,0.786
16.335,1.834,1.119,1.168
16.34,2.018,0.848,1.524
16.345,2.004,0.45,1.825
16.35,1.777,-0.029,1.957
16.355,1.438,-0.46,1.791
16.36,1.12,-0.689,1.298
16.365,0.904,-0.623,0.589
16.37,0.777,-0.299,-0.17
16.375,0.653,0.118,-0.868
16.38,0.431,0.427,-1.485
16.385,0.033,0.486,-2.024
16.39,-0.559,0.276,-2.431
16.395,-1.27,-0.121,-2.582
16.4,-1.931,-0.586,-2.355
16.405,-2.331,-1.034,-1.715
16.41,-2.329,-1.436,-0.743
16.415,-1.958,-1.793,0.383
16.42,-1.437,-2.09,1.429
16.425,-1.051,-2.257,2.15
16.43,-0.976,-2.196,2.355
16.435,-1.178,-1.852,1.968
16.44,-1.455,-1.297,1.082
16.445,-1.596,-0.721,-0.05
16.45,-1.518,-0.319,-1.093
16.455,-1.298,-0.144,-1.747
16.46,-1.074,-0.055,-1.826
16.465,-0.926,0.19,-1.287
16.47,-0.807,0.758,-0.214
16.475,-0.59,1.62,1.191
16.48,-0.17,2.572,2.625
16.485,0.444,3.355,3.737
16.49,1.126,3.77,4.205
16.495,1.704,3.724,3.851
16.5,2.065,3.225,2.737
16.505,2.203,2.357,1.177
16.51,2.195,1.263,-0.39
16.515,2.126,0.118,-1.592
16.52,2.027,-0.913,-2.248
16.525,1.866,-1.725,-2.364
16.53,1.599,-2.295,-2.067
16.535,1.22,-2.664,-1.534
16.54,0.771,-2.88,-0.939
16.545,0.304,-2.954,-0.412
16.55,-0.165,-2.85,-0.02
16.555,-0.666,-2.522,0.223
16.56,-1.223,-1.959,0.323
16.565,-1.795,-1.199,0.284
16.57,-2.271,-0.312,0.097
16.575,-2.517,0.618,-0.246
16.58,-2.466,1.51,-0.714
16.585,-2.142,2.286,-1.218
16.59,-1.647,2.891,-1.616
16.595,-1.098,3.29,-1.766
16.6,-0.584,3.455,-1.583
16.605,-0.153,3.335,-1.077
16.61,0.18,2.884,-0.347
16.615,0.43,2.118,0.441
16.62,0.636,1.172,1.086
16.625,0.85,0.257,1.436
16.63,1.112,-0.456,1.47
16.635,1.435,-0.937,1.315
16.64,1.791,-1.302,1.148
16.645,2.123,-1.719,1.063
16.65,2.349,-2.292,1.013
16.655,2.379,-2.978,0.884
16.66,2.149,-3.599,0.589
16.665,1.663,-3.912,0.133
16.67,1.027,-3.737,-0.402
16.675,0.414,-3.069,-0.897
16.68,-0.024,-2.09,-1.267
16.685,-0.243,-1.064,-1.506
16.69,-0.329,-0.18,-1.676
16.695,-0.433,0.535,-1.834
16.7,-0.666,1.16,-1.956
16.705,-1.034,1.751,-1.944
16.71,-1.442,2.268,-1.693
16.715,-1.769,2.616,-1.174
16.72,-1.941,2.74,-0.458
16.725,-1.946,2.669,0.32
16.73,-1.821,2.472,1.034
16.735,-1.611,2.171,1.64
16.74,-1.347,1.712,2.146
16.745,-1.039,1.031,2.504
16.75,-0.7,0.173,2.572
16.755,-0.377,-0.661,2.217
16.76,-0.157,-1.207,1.476
16.765,-0.123,-1.309,0.581
16.77,-0.282,-1.045,-0.18
16.775,-0.528,-0.67,-0.644
16.78,-0.697,-0.447,-0.842
16.785,-0.664,-0.496,-0.928
16.79,-0.421,-0.755,-1.038
16.795,-0.067,-1.065,-1.194
16.8,0.275,-1.258,-1.296
16.805,0.534,-1.226,-1.195
16.81,0.716,-0.944,-0.795
16.815,0.866,-0.468,-0.12
16.82,1.005,0.094,0.696
16.825,1.124,0.624,1.451
16.83,1.194,1.026,1.961
16.835,1.185,1.23,2.12
16.84,1.065,1.188,1.925
16.845,0.801,0.878,1.458
16.85,0.383,0.331,0.865
16.855,-0.135,-0.346,0.307
16.86,-0.631,-0.988,-0.095
16.865,-0.958,-1.419,-0.291
16.87,-1.023,-1.517,-0.282
16.875,-0.824,-1.262,-0.109
16.88,-0.434,-0.742,0.148
16.885,0.043,-0.121,0.358
16.89,0.513,0.45,0.364
16.895,0.914,0.897,0.074
16.9,1.215,1.231,-0.452
16.905,1.418,1.495,-1.011
16.91,1.542,1.697,-1.39
16.915,1.602,1.797,-1.494
16.92,1.588,1.746,-1.372
16.925,1.47,1.538,-1.136
16.93,1.234,1.217,-0.866
16.935,0.91,0.853,-0.589
16.94,0.569,0.504,-0.31
16.945,0.274,0.197,-0.063
16.95,0.031,-0.066,0.103
16.955,-0.224,-0.291,0.179
16.96,-0.57,-0.474,0.214
16.965,-1.021,-0.605,0.262
16.97,-1.484,-0.671,0.3
16.975,-1.798,-0.678,0.232
16.98,-1.836,-0.642,-0.015
16.985,-1.584,-0.592,-0.378
16.99,-1.143,-0.574,-0.679
16.995,-0.661,-0.641,-0.754
17,-0.248,-0.838,-0.601
17.005,0.072,-1.151,-0.381
17.01,0.357,-1.493,-0.274
17.015,0.697,-1.737,-0.325
17.02,1.138,-1.782,-0.412
17.025,1.623,-1.618,-0.364
17.03,2.006,-1.324,-0.094
17.035,2.12,-1.011,0.331
17.04,1.892,-0.734,0.74
17.045,1.388,-0.449,0.997
17.05,0.775,-0.058,1.088
17.055,0.227,0.47,1.089
17.06,-0.17,1.03,1.051
17.065,-0.436,1.426,0.945
17.07,-0.657,1.511,0.723
17.075,-0.909,1.298,0.413
17.08,-1.207,0.949,0.136
17.085,-1.496,0.671,0.023
17.09,-1.693,0.605,0.113
17.095,-1.736,0.772,0.324
17.1,-1.633,1.085,0.52
17.105,-1.461,1.398,0.611
17.11,-1.306,1.587,0.599
17.115,-1.208,1.602,0.552
17.12,-1.131,1.476,0.527
17.125,-0.993,1.269,0.514
17.13,-0.726,1.004,0.445
17.135,-0.324,0.657,0.245
17.14,0.157,0.205,-0.119
17.145,0.62,-0.307,-0.623
17.15,0.966,-0.751,-1.17
17.155,1.122,-0.99,-1.607
17.16,1.065,-0.986,-1.789
17.165,0.828,-0.841,-1.671
17.17,0.488,-0.736,-1.359
17.175,0.133,-0.802,-1.032
17.18,-0.179,-1.029,-0.808
17.185,-0.422,-1.302,-0.679
17.19,-0.572,-1.493,-0.56
17.195,-0.574,-1.551,-0.381
17.2,-0.363,-1.513,-0.13
17.205,0.074,-1.46,0.144
17.21,0.639,-1.436,0.351
17.215,1.136,-1.393,0.39
17.22,1.367,-1.19,0.195
17.225,1.237,-0.665,-0.225
17.23,0.797,0.228,-0.761
17.235,0.207,1.324,-1.24
17.24,-0.353,2.297,-1.483
17.245,-0.754,2.849,-1.37
17.25,-0.937,2.911,-0.897
17.255,-0.902,2.671,-0.175
17.26,-0.686,2.41,0.621
17.265,-0.345,2.269,1.339
17.27,0.046,2.16,1.892
17.275,0.404,1.867,2.256
17.28,0.655,1.255,2.431
17.285,0.756,0.396,2.411
17.29,0.712,-0.469,2.174
17.295,0.575,-1.095,1.708
17.3,0.431,-1.387,1.043
17.305,0.358,-1.441,0.274
17.31,0.394,-1.441,-0.478
17.315,0.502,-1.522,-1.12
17.32,0.585,-1.669,-1.604
17.325,0.542,-1.753,-1.886
17.33,0.334,-1.643,-1.895
17.335,0.02,-1.308,-1.592
17.34,-0.275,-0.845,-1.055
17.345,-0.435,-0.412,-0.475
17.35,-0.423,-0.136,-0.059
17.355,-0.286,-0.051,0.085
17.36,-0.118,-0.107,-0.018
17.365,-0.012,-0.21,-0.231
17.37,-0.034,-0.272,-0.374
17.375,-0.211,-0.241,-0.294
17.38,-0.514,-0.121,0.054
17.385,-0.851,0.041,0.574
17.39,-1.088,0.18,1.093
17.395,-1.111,0.243,1.465
17.4,-0.901,0.221,1.625
17.405,-0.562,0.142,1.574
17.41,-0.271,0.065,1.329
17.415,-0.175,0.06,0.925
17.42,-0.293,0.172,0.428
17.425,-0.507,0.399,-0.046
17.43,-0.627,0.681,-0.381
17.435,-0.51,0.925,-0.524
17.44,-0.13,1.048,-0.528
17.445,0.409,1.027,-0.507
17.45,0.941,0.909,-0.537
17.455,1.335,0.78,-0.59
17.46,1.553,0.701,-0.548
17.465,1.646,0.662,-0.3
17.47,1.685,0.583,0.163
17.475,1.697,0.36,0.733
17.48,1.651,-0.061,1.238
17.485,1.503,-0.642,1.52
17.49,1.243,-1.246,1.478
17.495,0.904,-1.688,1.099
17.5,0.524,-1.814,0.465
17.505,0.108,-1.562,-0.263
17.51,-0.36,-1.01,-0.898
17.515,-0.872,-0.361,-1.299
17.52,-1.346,0.129,-1.421
17.525,-1.641,0.263,-1.32
17.53,-1.633,0.016,-1.104
17.535,-1.301,-0.442,-0.876
17.54,-0.766,-0.849,-0.689
17.545,-0.244,-1.01,-0.536
17.55,0.058,-0.917,-0.39
17.555,0.053,-0.73,-0.251
17.56,-0.184,-0.627,-0.158
17.565,-0.46,-0.663,-0.147
17.57,-0.577,-0.714,-0.215
17.575,-0.431,-0.573,-0.314
17.58,-0.071,-0.1,-0.396
17.585,0.335,0.68,-0.442
17.59,0.583,1.575,-0.457
17.595,0.546,2.327,-0.443
17.6,0.234,2.739,-0.394
17.605,-0.213,2.754,-0.318
17.61,-0.605,2.464,-0.245
17.615,-0.808,2.032,-0.209
17.62,-0.81,1.595,-0.213
17.625,-0.702,1.185,-0.196
17.63,-0.605,0.747,-0.049
17.635,-0.587,0.222,0.327
17.64,-0.633,-0.364,0.932
17.645,-0.668,-0.874,1.622
17.65,-0.621,-1.141,2.156
17.655,-0.468,-1.091,2.316
17.66,-0.238,-0.813,2.036
17.665,0.011,-0.501,1.453
17.67,0.219,-0.327,0.822
17.675,0.345,-0.34,0.364
17.68,0.377,-0.465,0.133
17.685,0.339,-0.589,0.017
17.69,0.296,-0.636,-0.16
17.695,0.327,-0.6,-0.487
17.7,0.482,-0.503,-0.923
17.705,0.734,-0.366,-1.339
17.71,0.968,-0.208,-1.592
17.715,1.028,-0.06,-1.568
17.72,0.796,0.032,-1.214
17.725,0.274,0.037,-0.583
17.73,-0.395,-0.032,0.153
17.735,-0.983,-0.11,0.748
17.74,-1.298,-0.128,0.992
17.745,-1.287,-0.051,0.81
17.75,-1.054,0.101,0.306
17.755,-0.772,0.274,-0.308
17.76,-0.566,0.41,-0.819
17.765,-0.434,0.464,-1.113
17.77,-0.286,0.423,-1.184
17.775,-0.04,0.324,-1.097
17.78,0.301,0.245,-0.918
17.785,0.652,0.261,-0.671
17.79,0.926,0.381,-0.35
17.795,1.099,0.514,0.03
17.8,1.208,0.52,0.399
17.805,1.286,0.316,0.67
17.81,1.312,-0.052,0.818
17.815,1.237,-0.431,0.901
17.82,1.042,-0.666,1.02
17.825,0.77,-0.715,1.238
17.83,0.491,-0.654,1.542
17.835,0.246,-0.601,1.842
17.84,0.034,-0.609,1.983
17.845,-0.153,-0.619,1.798
17.85,-0.3,-0.517,1.21
17.855,-0.387,-0.24,0.317
17.86,-0.44,0.143,-0.619
17.865,-0.534,0.456,-1.306
17.87,-0.736,0.52,-1.585
17.875,-1.028,0.273,-1.486
17.88,-1.298,-0.194,-1.16
17.885,-1.415,-0.703,-0.768
17.89,-1.318,-1.085,-0.418
17.895,-1.054,-1.26,-0.174
17.9,-0.734,-1.234,-0.069
17.905,-0.46,-1.066,-0.087
17.91,-0.281,-0.822,-0.148
17.915,-0.185,-0.556,-0.149
17.92,-0.127,-0.298,-0.046
17.925,-0.061,-0.046,0.11
17.93,0.042,0.236,0.217
17.935,0.184,0.594,0.217
17.94,0.343,1.028,0.148
17.945,0.487,1.457,0.118
17.95,0.603,1.742,0.203
17.955,0.721,1.767,0.38
17.96,0.907,1.53,0.521
17.965,1.204,1.162,0.472
17.97,1.577,0.853,0.162
17.975,1.9,0.724,-0.334
17.98,2.013,0.749,-0.827
17.985,1.817,0.77,-1.129
17.99,1.339,0.594,-1.161
17.995,0.721,0.12,-0.982
18,0.139,-0.596,-0.734
18.005,-0.286,-1.371,-0.551
18.01,-0.534,-1.985,-0.484
18.015,-0.666,-2.282,-0.483
18.02,-0.755,-2.216,-0.442
18.025,-0.834,-1.846,-0.274
18.03,-0.898,-1.288,0.022
18.035,-0.924,-0.669,0.34
18.04,-0.902,-0.089,0.535
18.045,-0.845,0.381,0.515
18.05,-0.774,0.697,0.315
18.055,-0.704,0.829,0.079
18.06,-0.642,0.764,-0.024
18.065,-0.598,0.518,0.101
18.07,-0.584,0.164,0.418
18.075,-0.612,-0.178,0.791
18.08,-0.661,-0.378,1.076
18.085,-0.679,-0.362,1.2
18.09,-0.6,-0.165,1.166
18.095,-0.394,0.079,1
18.1,-0.098,0.206,0.709
18.105,0.186,0.129,0.291
18.11,0.348,-0.103,-0.221
18.115,0.338,-0.332,-0.739
18.12,0.205,-0.395,-1.13
18.125,0.058,-0.235,-1.259
18.13,-0.005,0.048,-1.056
18.135,0.034,0.263,-0.58
18.14,0.119,0.269,0.001
18.145,0.179,0.073,0.498
18.15,0.189,-0.175,0.803
18.155,0.183,-0.297,0.898
18.16,0.22,-0.206,0.813
18.165,0.326,0.054,0.567
18.17,0.476,0.375,0.175
18.175,0.606,0.66,-0.315
18.18,0.65,0.871,-0.799
18.185,0.577,1.002,-1.142
18.19,0.404,1.047,-1.253
18.195,0.194,0.985,-1.145
18.2,0.033,0.804,-0.918
18.205,-0.012,0.529,-0.676
18.21,0.072,0.228,-0.453
18.215,0.217,-0.023,-0.211
18.22,0.302,-0.178,0.081
18.225,0.218,-0.248,0.396
18.23,-0.058,-0.277,0.659
18.235,-0.434,-0.309,0.795
18.24,-0.747,-0.344,0.776
18.245,-0.865,-0.347,0.618
18.25,-0.764,-0.264,0.373
18.255,-0.54,-0.079,0.11
18.26,-0.344,0.164,-0.103
18.265,-0.283,0.367,-0.234
18.27,-0.352,0.445,-0.304
18.275,-0.45,0.384,-0.347
18.28,-0.442,0.258,-0.346
18.285,-0.255,0.173,-0.239
18.29,0.082,0.192,0.011
18.295,0.46,0.312,0.35
18.3,0.754,0.482,0.656
18.305,0.895,0.633,0.82
18.31,0.894,0.694,0.803
18.315,0.809,0.605,0.623
18.32,0.691,0.35,0.316
18.325,0.549,-0.013,-0.063
18.33,0.362,-0.364,-0.427
18.335,0.119,-0.577,-0.678
18.34,-0.162,-0.586,-0.749
18.345,-0.438,-0.414,-0.635
18.35,-0.671,-0.146,-0.365
18.355,-0.834,0.118,0.037
18.36,-0.91,0.305,0.547
18.365,-0.875,0.388,1.086
18.37,-0.711,0.38,1.509
18.375,-0.419,0.321,1.679
18.38,-0.041,0.249,1.552
18.385,0.349,0.179,1.186
18.39,0.665,0.103,0.701
18.395,0.846,0.008,0.227
18.4,0.874,-0.09,-0.121
18.405,0.784,-0.147,-0.27
18.41,0.653,-0.127,-0.234
18.415,0.567,-0.034,-0.114
18.42,0.593,0.092,-0.029
18.425,0.746,0.201,-0.033
18.43,0.974,0.253,-0.103
18.435,1.169,0.234,-0.205
18.44,1.217,0.16,-0.352
18.445,1.054,0.078,-0.594
18.45,0.7,0.054,-0.944
18.455,0.241,0.129,-1.32
18.46,-0.229,0.29,-1.566
18.465,-0.642,0.471,-1.547
18.47,-0.959,0.59,-1.226
18.475,-1.149,0.606,-0.685
18.48,-1.179,0.528,-0.085
18.485,-1.043,0.393,0.403
18.49,-0.789,0.242,0.663
18.495,-0.521,0.103,0.681
18.5,-0.353,0.002,0.529
18.505,-0.341,-0.034,0.314
18.51,-0.447,-0.01,0.114
18.515,-0.563,0.015,-0.048
18.52,-0.581,-0.059,-0.178
18.525,-0.451,-0.314,-0.276
18.53,-0.21,-0.739,-0.329
18.535,0.051,-1.22,-0.322
18.54,0.243,-1.609,-0.255
18.545,0.342,-1.812,-0.153
18.55,0.402,-1.839,-0.043
18.555,0.511,-1.763,0.063
18.56,0.718,-1.647,0.158
18.565,0.991,-1.496,0.225
18.57,1.227,-1.27,0.213
18.575,1.313,-0.924,0.062
18.58,1.177,-0.447,-0.236
18.585,0.812,0.124,-0.591
18.59,0.279,0.714,-0.854
18.595,-0.311,1.235,-0.936
18.6,-0.826,1.617,-0.863
18.605,-1.166,1.825,-0.724
18.61,-1.301,1.835,-0.575
18.615,-1.283,1.621,-0.402
18.62,-1.2,1.168,-0.183
18.625,-1.117,0.536,0.056
18.63,-1.036,-0.128,0.259
18.635,-0.912,-0.645,0.392
18.64,-0.7,-0.915,0.456
18.645,-0.39,-0.974,0.463
18.65,-0.026,-0.947,0.43
18.655,0.32,-0.938,0.409
18.66,0.573,-0.965,0.48
18.665,0.683,-0.967,0.671
18.67,0.638,-0.876,0.902
18.675,0.468,-0.671,1.018
