Time,X,Y,Z
48.05,-0.033,-0.01,-0.059
48.055,-0.009,0.01,-0.097
48.06,0.019,0.025,-0.089
48.065,0.034,0.042,-0.032
48.07,0.025,0.058,0.05
48.075,-0.008,0.067,0.113
48.08,-0.049,0.06,0.124
48.085,-0.077,0.04,0.078
48.09,-0.083,0.016,0.011
48.095,-0.075,0.001,-0.03
48.1,-0.074,0.001,-0.013
48.105,-0.093,0.016,0.05
48.11,-0.123,0.04,0.117
48.115,-0.146,0.059,0.148
48.12,-0.144,0.059,0.132
48.125,-0.114,0.034,0.088
48.13,-0.069,-0.01,0.048
48.135,-0.022,-0.058,0.024
48.14,0.018,-0.089,0.011
48.145,0.047,-0.097,-0.003
48.15,0.07,-0.09,-0.026
48.155,0.086,-0.083,-0.06
48.16,0.092,-0.086,-0.1
48.165,0.079,-0.095,-0.135
48.17,0.042,-0.102,-0.152
48.175,-0.021,-0.099,-0.14
48.18,-0.103,-0.083,-0.104
48.185,-0.186,-0.055,-0.062
48.19,-0.245,-0.02,-0.032
48.195,-0.264,0.014,-0.022
48.2,-0.243,0.029,-0.033
48.205,-0.196,0.015,-0.058
48.21,-0.145,-0.024,-0.088
48.215,-0.103,-0.065,-0.105
48.22,-0.069,-0.083,-0.088
48.225,-0.033,-0.067,-0.032
48.23,0.012,-0.018,0.042
48.235,0.063,0.051,0.099
48.24,0.106,0.119,0.115
48.245,0.133,0.163,0.091
48.25,0.144,0.164,0.048
48.255,0.149,0.118,0.01
48.26,0.155,0.046,-0.009
48.265,0.163,-0.024,-0.013
48.27,0.17,-0.071,-0.01
48.275,0.169,-0.091,-0.013
48.28,0.154,-0.091,-0.027
48.285,0.124,-0.083,-0.055
48.29,0.078,-0.073,-0.097
48.295,0.02,-0.062,-0.154
48.3,-0.042,-0.052,-0.219
48.305,-0.092,-0.045,-0.272
48.31,-0.113,-0.041,-0.288
48.315,-0.099,-0.04,-0.251
48.32,-0.063,-0.039,-0.166
48.325,-0.031,-0.034,-0.063
48.33,-0.026,-0.021,0.023
48.335,-0.05,0,0.072
48.34,-0.079,0.03,0.087
48.345,-0.083,0.059,0.084
48.35,-0.044,0.077,0.073
48.355,0.026,0.071,0.059
48.36,0.1,0.038,0.04
48.365,0.15,-0.013,0.021
48.37,0.166,-0.057,0.001
48.375,0.154,-0.067,-0.022
48.38,0.127,-0.03,-0.049
48.385,0.103,0.041,-0.071
48.39,0.097,0.112,-0.071
48.395,0.11,0.146,-0.038
48.4,0.129,0.13,0.019
48.405,0.124,0.083,0.076
48.41,0.071,0.039,0.115
48.415,-0.032,0.026,0.124
48.42,-0.15,0.049,0.1
48.425,-0.237,0.092,0.055
48.43,-0.263,0.131,0.012
48.435,-0.231,0.146,-0.008
48.44,-0.171,0.126,-0.004
48.445,-0.113,0.076,0.001
48.45,-0.073,0.012,-0.022
48.455,-0.05,-0.037,-0.078
48.46,-0.033,-0.052,-0.136
48.465,-0.011,-0.036,-0.148
48.47,0.024,-0.013,-0.093
48.475,0.07,-0.013,0.013
48.48,0.116,-0.045,0.123
48.485,0.144,-0.091,0.192
48.49,0.143,-0.117,0.201
48.495,0.118,-0.102,0.157
48.5,0.085,-0.05,0.085
48.505,0.057,0.014,0.006
48.51,0.041,0.061,-0.066
48.515,0.034,0.075,-0.127
48.52,0.035,0.066,-0.171
48.525,0.043,0.058,-0.184
48.53,0.056,0.064,-0.157
48.535,0.069,0.077,-0.093
48.54,0.075,0.074,-0.022
48.545,0.077,0.038,0.025
48.55,0.078,-0.028,0.027
48.555,0.081,-0.102,-0.004
48.56,0.077,-0.159,-0.038
48.565,0.057,-0.183,-0.044
48.57,0.02,-0.168,-0.008
48.575,-0.028,-0.112,0.061
48.58,-0.073,-0.022,0.14
48.585,-0.102,0.078,0.201
48.59,-0.11,0.156,0.222
48.595,-0.096,0.187,0.19
48.6,-0.065,0.173,0.109
48.605,-0.024,0.138,0.004
48.61,0.013,0.111,-0.088
48.615,0.03,0.103,-0.131
48.62,0.019,0.101,-0.112
48.625,-0.012,0.086,-0.047
48.63,-0.046,0.046,0.026
48.635,-0.06,-0.015,0.066
48.64,-0.047,-0.082,0.054
48.645,-0.015,-0.142,0.002
48.65,0.019,-0.185,-0.053
48.655,0.039,-0.207,-0.075
48.66,0.044,-0.203,-0.048
48.665,0.039,-0.172,0.009
48.67,0.034,-0.121,0.054
48.675,0.033,-0.062,0.05
48.68,0.03,-0.007,-0.01
48.685,0.016,0.035,-0.096
48.69,-0.012,0.06,-0.163
48.695,-0.044,0.074,-0.176
48.7,-0.066,0.085,-0.132
48.705,-0.071,0.103,-0.052
48.71,-0.062,0.128,0.028
48.715,-0.045,0.154,0.081
48.72,-0.028,0.167,0.098
48.725,-0.014,0.158,0.089
48.73,-0.011,0.125,0.078
48.735,-0.03,0.073,0.081
48.74,-0.073,0.012,0.097
48.745,-0.127,-0.043,0.113
48.75,-0.161,-0.083,0.116
48.755,-0.148,-0.103,0.104
48.76,-0.084,-0.105,0.082
48.765,0.01,-0.099,0.054
48.77,0.103,-0.09,0.03
48.775,0.167,-0.077,0.019
48.78,0.193,-0.054,0.033
48.785,0.183,-0.02,0.07
48.79,0.151,0.015,0.116
48.795,0.112,0.036,0.148
48.8,0.081,0.023,0.15
48.805,0.064,-0.029,0.115
48.81,0.052,-0.105,0.048
48.815,0.029,-0.176,-0.033
48.82,-0.016,-0.213,-0.105
48.825,-0.082,-0.207,-0.141
48.83,-0.152,-0.172,-0.129
48.835,-0.2,-0.136,-0.082
48.84,-0.207,-0.122,-0.029
48.845,-0.169,-0.133,0
48.85,-0.102,-0.147,0.001
48.855,-0.034,-0.135,-0.008
48.86,0.006,-0.079,0.004
48.865,0.009,0.012,0.05
48.87,-0.02,0.105,0.118
48.875,-0.057,0.166,0.178
48.88,-0.079,0.178,0.201
48.885,-0.071,0.153,0.184
48.89,-0.033,0.117,0.147
48.895,0.021,0.091,0.116
48.9,0.073,0.081,0.102
48.905,0.109,0.077,0.093
48.91,0.125,0.066,0.074
48.915,0.124,0.042,0.037
48.92,0.114,0.011,-0.006
48.925,0.099,-0.02,-0.038
48.93,0.078,-0.041,-0.059
48.935,0.048,-0.054,-0.082
48.94,0.012,-0.067,-0.122
48.945,-0.023,-0.087,-0.173
48.95,-0.053,-0.109,-0.208
48.955,-0.078,-0.115,-0.204
48.96,-0.098,-0.089,-0.156
48.965,-0.109,-0.033,-0.086
48.97,-0.104,0.029,-0.02
48.975,-0.074,0.065,0.026
48.98,-0.021,0.058,0.046
48.985,0.042,0.019,0.046
48.99,0.095,-0.027,0.038
48.995,0.125,-0.052,0.032
49,0.131,-0.051,0.031
49.005,0.122,-0.032,0.029
49.01,0.109,-0.008,0.019
49.015,0.091,0.01,0.006
49.02,0.059,0.015,0.005
49.025,0.005,-0.002,0.026
49.03,-0.068,-0.043,0.063
49.035,-0.145,-0.097,0.096
49.04,-0.21,-0.139,0.115
49.045,-0.253,-0.152,0.123
49.05,-0.276,-0.13,0.123
49.055,-0.279,-0.081,0.11
49.06,-0.261,-0.011,0.075
49.065,-0.217,0.074,0.018
49.07,-0.151,0.167,-0.044
49.075,-0.076,0.244,-0.084
49.08,-0.01,0.277,-0.091
49.085,0.036,0.254,-0.071
49.09,0.059,0.188,-0.044
49.095,0.063,0.11,-0.022
49.1,0.061,0.049,-0.005
49.105,0.058,0.015,0.016
49.11,0.058,0.001,0.049
49.115,0.054,-0.001,0.093
49.12,0.044,0.006,0.136
49.125,0.034,0.024,0.156
49.13,0.035,0.053,0.139
49.135,0.056,0.082,0.083
49.14,0.09,0.099,-0.001
49.145,0.119,0.095,-0.098
49.15,0.121,0.069,-0.192
49.155,0.089,0.025,-0.265
49.16,0.033,-0.03,-0.289
49.165,-0.025,-0.086,-0.248
49.17,-0.065,-0.128,-0.148
49.175,-0.08,-0.141,-0.022
49.18,-0.081,-0.12,0.089
49.185,-0.078,-0.075,0.157
49.19,-0.078,-0.032,0.176
49.195,-0.076,-0.016,0.155
49.2,-0.065,-0.032,0.112
49.205,-0.042,-0.055,0.065
49.21,-0.012,-0.056,0.031
49.215,0.016,-0.022,0.012
49.22,0.036,0.02,0.004
49.225,0.04,0.033,-0.004
49.23,0.028,-0.004,-0.015
49.235,0.002,-0.069,-0.03
49.24,-0.033,-0.115,-0.049
49.245,-0.064,-0.108,-0.068
49.25,-0.079,-0.047,-0.078
49.255,-0.069,0.035,-0.071
49.26,-0.039,0.1,-0.045
49.265,-0.005,0.123,-0.009
49.27,0.009,0.105,0.018
49.275,-0.014,0.067,0.02
49.28,-0.073,0.03,-0.005
49.285,-0.15,0.009,-0.041
49.29,-0.216,0.002,-0.063
49.295,-0.241,-0.003,-0.054
49.3,-0.214,-0.019,-0.017
49.305,-0.148,-0.046,0.029
49.31,-0.071,-0.075,0.063
49.315,-0.011,-0.091,0.068
49.32,0.021,-0.087,0.043
49.325,0.035,-0.068,-0.002
49.33,0.049,-0.043,-0.046
49.335,0.075,-0.018,-0.064
49.34,0.111,0.007,-0.046
49.345,0.146,0.027,-0.001
49.35,0.168,0.034,0.046
49.355,0.17,0.024,0.073
49.36,0.15,-0.002,0.071
49.365,0.111,-0.03,0.04
49.37,0.062,-0.043,-0.01
49.375,0.015,-0.033,-0.061
49.38,-0.02,-0.005,-0.091
49.385,-0.042,0.025,-0.087
49.39,-0.061,0.045,-0.054
49.395,-0.088,0.048,-0.018
49.4,-0.127,0.036,-0.004
49.405,-0.171,0.015,-0.021
49.41,-0.205,-0.007,-0.06
49.415,-0.216,-0.028,-0.1
49.42,-0.202,-0.043,-0.129
49.425,-0.163,-0.054,-0.141
49.43,-0.106,-0.059,-0.139
49.435,-0.039,-0.056,-0.125
49.44,0.026,-0.047,-0.102
49.445,0.075,-0.033,-0.079
49.45,0.098,-0.017,-0.065
49.455,0.094,-0.002,-0.059
49.46,0.071,0.006,-0.047
49.465,0.045,0.002,-0.015
49.47,0.031,-0.009,0.041
49.475,0.034,-0.015,0.111
49.48,0.049,-0.002,0.174
49.485,0.067,0.032,0.21
49.49,0.08,0.074,0.199
49.495,0.088,0.101,0.132
49.5,0.091,0.101,0.018
49.505,0.089,0.087,-0.117
49.51,0.079,0.08,-0.232
49.515,0.064,0.09,-0.291
49.52,0.051,0.111,-0.28
49.525,0.05,0.124,-0.215
49.53,0.064,0.119,-0.127
49.535,0.088,0.098,-0.046
49.54,0.11,0.075,0.017
49.545,0.116,0.057,0.064
49.55,0.1,0.044,0.098
49.555,0.069,0.034,0.117
49.56,0.034,0.022,0.115
49.565,0.012,0.007,0.098
49.57,0.013,-0.011,0.081
49.575,0.039,-0.033,0.079
49.58,0.079,-0.056,0.088
49.585,0.112,-0.07,0.093
49.59,0.118,-0.068,0.082
49.595,0.09,-0.049,0.056
49.6,0.04,-0.024,0.025
49.605,-0.011,-0.009,0.004
49.61,-0.04,-0.013,-0.006
49.615,-0.036,-0.032,-0.012
49.62,-0.002,-0.053,-0.025
49.625,0.048,-0.062,-0.042
49.63,0.093,-0.056,-0.049
49.635,0.121,-0.044,-0.03
49.64,0.125,-0.037,0.013
49.645,0.111,-0.045,0.064
49.65,0.092,-0.066,0.104
49.655,0.081,-0.091,0.124
49.66,0.084,-0.106,0.122
49.665,0.099,-0.1,0.104
49.67,0.121,-0.074,0.071
49.675,0.141,-0.039,0.026
49.68,0.152,-0.006,-0.021
49.685,0.147,0.021,-0.054
49.69,0.123,0.045,-0.064
49.695,0.078,0.074,-0.048
49.7,0.02,0.104,-0.015
49.705,-0.037,0.121,0.019
49.71,-0.077,0.109,0.045
49.715,-0.091,0.068,0.06
49.72,-0.083,0.014,0.071
49.725,-0.065,-0.032,0.086
49.73,-0.051,-0.055,0.105
49.735,-0.048,-0.058,0.127
49.74,-0.056,-0.051,0.143
49.745,-0.072,-0.041,0.144
49.75,-0.092,-0.03,0.119
49.755,-0.108,-0.014,0.059
49.76,-0.112,0.01,-0.027
49.765,-0.103,0.039,-0.112
49.77,-0.089,0.069,-0.167
49.775,-0.078,0.093,-0.173
49.78,-0.074,0.105,-0.132
49.785,-0.066,0.101,-0.063
49.79,-0.041,0.082,0.014
49.795,0.006,0.048,0.08
49.8,0.064,0.009,0.121
49.805,0.115,-0.024,0.132
49.81,0.141,-0.043,0.118
49.815,0.136,-0.045,0.09
49.82,0.104,-0.036,0.063
49.825,0.054,-0.027,0.045
49.83,-0.003,-0.023,0.039
49.835,-0.051,-0.024,0.046
49.84,-0.071,-0.03,0.058
49.845,-0.053,-0.036,0.064
49.85,-0.004,-0.039,0.046
49.855,0.05,-0.036,-0.003
49.86,0.074,-0.026,-0.076
49.865,0.05,-0.014,-0.15
49.87,-0.015,-0.007,-0.197
49.875,-0.098,-0.003,-0.201
49.88,-0.169,0.009,-0.162
49.885,-0.214,0.037,-0.095
49.89,-0.228,0.076,-0.014
49.895,-0.214,0.108,0.075
49.9,-0.18,0.114,0.166
49.905,-0.139,0.093,0.245
49.91,-0.11,0.059,0.286
49.915,-0.104,0.034,0.268
49.92,-0.118,0.029,0.19
49.925,-0.124,0.04,0.075
49.93,-0.093,0.051,-0.04
49.935,-0.013,0.048,-0.125
49.94,0.095,0.023,-0.171
49.945,0.185,-0.019,-0.186
49.95,0.217,-0.065,-0.182
49.955,0.185,-0.102,-0.168
49.96,0.114,-0.118,-0.147
49.965,0.044,-0.111,-0.12
49.97,0,-0.087,-0.087
49.975,-0.019,-0.059,-0.049
49.98,-0.03,-0.041,-0.011
49.985,-0.043,-0.042,0.023
49.99,-0.06,-0.056,0.047
49.995,-0.078,-0.069,0.058
50,-0.098,-0.065,0.059
50.005,-0.121,-0.044,0.05
50.01,-0.147,-0.014,0.03
50.015,-0.164,0.008,-0.01
50.02,-0.155,0.013,-0.069
50.025,-0.113,0,-0.133
50.03,-0.048,-0.023,-0.173
50.035,0.024,-0.047,-0.159
50.04,0.08,-0.063,-0.086
50.045,0.109,-0.068,0.015
50.05,0.105,-0.061,0.1
50.055,0.068,-0.047,0.139
50.06,0.004,-0.031,0.132
50.065,-0.069,-0.015,0.101
50.07,-0.13,-0.002,0.069
50.075,-0.158,0.01,0.039
50.08,-0.146,0.021,0.004
50.085,-0.104,0.032,-0.039
50.09,-0.055,0.038,-0.077
50.095,-0.017,0.036,-0.091
50.1,0.002,0.023,-0.075
50.105,0.008,0.006,-0.051
50.11,0.012,-0.004,-0.045
50.115,0.018,0.006,-0.065
50.12,0.023,0.035,-0.088
50.125,0.017,0.071,-0.083
50.13,-0.007,0.094,-0.039
50.135,-0.044,0.089,0.023
50.14,-0.075,0.056,0.071
50.145,-0.08,0.011,0.088
50.15,-0.053,-0.027,0.09
50.155,0,-0.048,0.102
50.16,0.058,-0.048,0.131
50.165,0.103,-0.031,0.164
50.17,0.124,-0.003,0.177
50.175,0.119,0.029,0.15
50.18,0.097,0.056,0.085
50.185,0.073,0.076,0.001
50.19,0.055,0.088,-0.064
50.195,0.048,0.098,-0.082
50.2,0.048,0.11,-0.043
50.205,0.049,0.12,0.032
50.21,0.044,0.126,0.105
50.215,0.033,0.127,0.137
50.22,0.02,0.126,0.109
50.225,0.011,0.126,0.028
50.23,0.015,0.122,-0.07
50.235,0.035,0.107,-0.145
50.24,0.061,0.079,-0.176
50.245,0.079,0.041,-0.169
50.25,0.073,0.002,-0.142
50.255,0.037,-0.028,-0.111
50.26,-0.015,-0.041,-0.08
50.265,-0.065,-0.034,-0.05
50.27,-0.094,-0.013,-0.026
50.275,-0.098,0.006,-0.017
50.28,-0.084,0.007,-0.024
50.285,-0.062,-0.017,-0.033
50.29,-0.045,-0.061,-0.023
50.295,-0.041,-0.106,0.015
50.3,-0.053,-0.131,0.068
50.305,-0.074,-0.119,0.106
50.31,-0.095,-0.074,0.107
50.315,-0.106,-0.023,0.071
50.32,-0.104,0.005,0.014
50.325,-0.095,-0.007,-0.037
50.33,-0.088,-0.044,-0.057
50.335,-0.085,-0.076,-0.038
50.34,-0.076,-0.079,0.013
50.345,-0.048,-0.053,0.074
50.35,0.004,-0.017,0.122
50.355,0.066,0.006,0.14
50.36,0.113,0.007,0.119
50.365,0.126,-0.003,0.064
50.37,0.101,-0.007,-0.009
50.375,0.051,0.005,-0.081
50.38,-0.004,0.031,-0.137
50.385,-0.046,0.059,-0.167
50.39,-0.066,0.074,-0.162
50.395,-0.063,0.069,-0.121
50.4,-0.049,0.044,-0.048
50.405,-0.035,0.012,0.035
50.41,-0.033,-0.009,0.097
50.415,-0.04,-0.01,0.117
50.42,-0.05,0.005,0.096
50.425,-0.052,0.023,0.053
50.43,-0.038,0.027,0.012
50.435,-0.011,0.009,-0.02
50.44,0.019,-0.029,-0.052
50.445,0.034,-0.074,-0.088
50.45,0.02,-0.103,-0.12
50.455,-0.027,-0.101,-0.132
50.46,-0.093,-0.069,-0.115
50.465,-0.152,-0.024,-0.079
50.47,-0.181,0.012,-0.042
50.475,-0.172,0.025,-0.024
50.48,-0.135,0.016,-0.031
50.485,-0.092,-0.003,-0.055
50.49,-0.062,-0.019,-0.075
50.495,-0.048,-0.023,-0.068
50.5,-0.043,-0.017,-0.024
50.505,-0.034,-0.008,0.047
50.51,-0.012,-0.006,0.115
50.515,0.022,-0.014,0.149
50.52,0.063,-0.03,0.138
50.525,0.101,-0.046,0.104
50.53,0.126,-0.055,0.087
50.535,0.134,-0.051,0.108
50.54,0.124,-0.037,0.152
50.545,0.099,-0.017,0.175
50.55,0.061,0.003,0.143
50.555,0.015,0.019,0.059
50.56,-0.03,0.029,-0.039
50.565,-0.065,0.034,-0.106
50.57,-0.081,0.034,-0.121
50.575,-0.077,0.031,-0.095
50.58,-0.058,0.031,-0.058
50.585,-0.036,0.035,-0.032
50.59,-0.021,0.041,-0.015
50.595,-0.013,0.045,0.005
50.6,-0.005,0.045,0.034
50.605,0.01,0.042,0.065
50.61,0.028,0.036,0.084
50.615,0.045,0.023,0.086
50.62,0.054,-0.003,0.076
50.625,0.059,-0.034,0.065
50.63,0.061,-0.054,0.061
50.635,0.057,-0.048,0.065
50.64,0.039,-0.011,0.066
50.645,0.003,0.041,0.054
50.65,-0.041,0.083,0.025
50.655,-0.076,0.096,-0.013
50.66,-0.084,0.075,-0.045
50.665,-0.061,0.028,-0.061
50.67,-0.016,-0.028,-0.061
50.675,0.031,-0.074,-0.05
50.68,0.06,-0.095,-0.023
50.685,0.062,-0.08,0.028
50.69,0.035,-0.033,0.106
50.695,-0.008,0.029,0.192
50.7,-0.045,0.075,0.25
50.705,-0.057,0.08,0.248
50.71,-0.038,0.037,0.175
50.715,0.005,-0.031,0.056
50.72,0.058,-0.089,-0.066
50.725,0.109,-0.108,-0.149
50.73,0.147,-0.083,-0.177
50.735,0.162,-0.035,-0.157
50.74,0.141,0.007,-0.116
50.745,0.084,0.024,-0.073
50.75,0.005,0.012,-0.035
50.755,-0.069,-0.022,0.002
50.76,-0.114,-0.062,0.038
50.765,-0.119,-0.093,0.063
50.77,-0.092,-0.104,0.065
50.775,-0.056,-0.092,0.04
50.78,-0.036,-0.062,0
50.785,-0.043,-0.029,-0.034
50.79,-0.068,-0.008,-0.048
50.795,-0.087,-0.005,-0.041
50.8,-0.081,-0.011,-0.023
50.805,-0.044,-0.014,-0.006
50.81,0.013,-0.003,0.002
50.815,0.07,0.017,-0.005
50.82,0.111,0.037,-0.028
50.825,0.128,0.048,-0.063
50.83,0.127,0.052,-0.097
50.835,0.118,0.055,-0.113
50.84,0.113,0.064,-0.101
50.845,0.111,0.075,-0.071
50.85,0.104,0.08,-0.036
50.855,0.083,0.073,-0.01
50.86,0.044,0.053,0.004
50.865,-0.002,0.03,0.006
50.87,-0.042,0.014,-0.001
50.875,-0.066,0.015,-0.012
50.88,-0.074,0.029,-0.022
50.885,-0.07,0.047,-0.023
50.89,-0.063,0.056,-0.006
50.895,-0.056,0.056,0.032
50.9,-0.054,0.059,0.081
50.905,-0.055,0.071,0.113
50.91,-0.054,0.089,0.099
50.915,-0.044,0.096,0.03
50.92,-0.024,0.08,-0.07
50.925,-0.003,0.045,-0.155
50.93,0.01,0.009,-0.194
50.935,0.011,-0.01,-0.176
50.94,0.005,-0.01,-0.118
50.945,-0.004,-0.001,-0.044
50.95,-0.01,0.006,0.02
50.955,-0.017,0.012,0.058
50.96,-0.026,0.028,0.066
50.965,-0.033,0.062,0.051
50.97,-0.034,0.109,0.024
50.975,-0.026,0.146,-0.002
50.98,-0.011,0.15,-0.016
50.985,0.006,0.113,-0.015
50.99,0.021,0.052,0.001
50.995,0.033,-0.004,0.026
51,0.039,-0.031,0.059
51.005,0.037,-0.028,0.09
51.01,0.026,-0.01,0.102
51.015,0.013,0.008,0.08
51.02,0.006,0.021,0.02
51.025,0.009,0.032,-0.058
51.03,0.021,0.042,-0.124
51.035,0.036,0.055,-0.157
51.04,0.049,0.068,-0.149
51.045,0.055,0.076,-0.105
51.05,0.054,0.07,-0.047
51.055,0.051,0.042,0
51.06,0.049,-0.015,0.013
51.065,0.049,-0.09,-0.01
51.07,0.05,-0.164,-0.047
51.075,0.047,-0.211,-0.067
51.08,0.034,-0.219,-0.047
51.085,0.015,-0.19,0.009
51.09,-0.003,-0.14,0.074
51.095,-0.013,-0.084,0.106
51.1,-0.015,-0.033,0.078
51.105,-0.014,0.01,-0.006
51.11,-0.015,0.042,-0.114
51.115,-0.021,0.066,-0.205
51.12,-0.035,0.089,-0.251
51.125,-0.062,0.119,-0.244
51.13,-0.099,0.154,-0.193
51.135,-0.137,0.179,-0.117
51.14,-0.159,0.18,-0.035
51.145,-0.151,0.15,0.035
51.15,-0.118,0.098,0.08
51.155,-0.075,0.044,0.096
51.16,-0.038,0.001,0.084
51.165,-0.009,-0.025,0.044
51.17,0.018,-0.037,-0.017
51.175,0.051,-0.034,-0.085
51.18,0.082,-0.016,-0.139
51.185,0.096,0.01,-0.16
51.19,0.084,0.032,-0.138
51.195,0.052,0.036,-0.081
51.2,0.021,0.024,-0.008
51.205,0.006,0.003,0.057
51.21,0.009,-0.018,0.094
51.215,0.022,-0.036,0.102
51.22,0.031,-0.052,0.091
51.225,0.033,-0.066,0.077
51.23,0.034,-0.077,0.073
51.235,0.038,-0.083,0.083
51.24,0.044,-0.089,0.101
51.245,0.048,-0.097,0.115
51.25,0.043,-0.105,0.114
51.255,0.029,-0.103,0.093
51.26,0.005,-0.078,0.061
51.265,-0.029,-0.028,0.034
51.27,-0.068,0.038,0.021
51.275,-0.101,0.096,0.023
51.28,-0.117,0.125,0.029
51.285,-0.112,0.117,0.022
51.29,-0.087,0.084,-0.004
51.295,-0.053,0.048,-0.042
51.3,-0.019,0.028,-0.069
51.305,0.004,0.025,-0.068
51.31,0.014,0.029,-0.043
51.315,0.009,0.024,-0.019
51.32,-0.002,0.003,-0.014
51.325,-0.004,-0.031,-0.025
51.33,0.015,-0.072,-0.032
51.335,0.055,-0.116,-0.017
51.34,0.104,-0.154,0.012
51.345,0.14,-0.175,0.035
51.35,0.144,-0.17,0.038
51.355,0.114,-0.141,0.024
51.36,0.063,-0.102,0.006
51.365,0.013,-0.066,-0.004
51.37,-0.02,-0.037,-0.002
51.375,-0.032,-0.005,0.013
51.38,-0.027,0.04,0.04
51.385,-0.014,0.093,0.078
51.39,-0.006,0.138,0.118
51.395,-0.012,0.155,0.146
51.4,-0.036,0.134,0.148
51.405,-0.072,0.083,0.127
51.41,-0.101,0.021,0.099
51.415,-0.099,-0.034,0.084
51.42,-0.053,-0.07,0.085
51.425,0.028,-0.085,0.091
51.43,0.116,-0.081,0.081
51.435,0.176,-0.063,0.046
51.44,0.184,-0.034,-0.001
51.445,0.143,0.003,-0.035
51.45,0.079,0.05,-0.031
51.455,0.024,0.106,0.01
51.46,0.002,0.16,0.063
51.465,0.014,0.195,0.096
51.47,0.041,0.195,0.091
51.475,0.057,0.157,0.045
51.48,0.046,0.092,-0.031
51.485,0.01,0.022,-0.122
51.49,-0.035,-0.03,-0.205
51.495,-0.068,-0.052,-0.25
51.5,-0.078,-0.048,-0.23
51.505,-0.067,-0.038,-0.152
51.51,-0.043,-0.042,-0.052
51.515,-0.015,-0.065,0.02
51.52,0.013,-0.091,0.04
51.525,0.037,-0.1,0.016
51.53,0.051,-0.082,-0.019
51.535,0.047,-0.045,-0.037
51.54,0.021,-0.004,-0.028
51.545,-0.018,0.027,0.002
51.55,-0.056,0.045,0.036
51.555,-0.083,0.049,0.06
51.56,-0.099,0.04,0.07
51.565,-0.113,0.02,0.066
51.57,-0.129,0,0.052
51.575,-0.144,-0.009,0.032
51.58,-0.148,-0.006,0.012
51.585,-0.139,0.002,-0.001
51.59,-0.12,0.007,-0.002
51.595,-0.099,0.006,0.009
51.6,-0.078,0.008,0.029
51.605,-0.049,0.025,0.053
51.61,-0.006,0.059,0.073
51.615,0.051,0.097,0.083
51.62,0.111,0.119,0.074
51.625,0.159,0.117,0.045
51.63,0.186,0.095,0
51.635,0.187,0.069,-0.053
51.64,0.161,0.053,-0.094
51.645,0.11,0.044,-0.107
51.65,0.047,0.025,-0.08
51.655,-0.008,-0.014,-0.021
51.66,-0.039,-0.065,0.047
51.665,-0.045,-0.104,0.098
51.67,-0.039,-0.115,0.121
51.675,-0.042,-0.102,0.117
51.68,-0.063,-0.088,0.1
51.685,-0.101,-0.093,0.082
51.69,-0.144,-0.113,0.064
51.695,-0.18,-0.128,0.041
51.7,-0.2,-0.119,0.012
51.705,-0.196,-0.085,-0.017
51.71,-0.167,-0.039,-0.03
51.715,-0.119,0.003,-0.021
51.72,-0.067,0.034,0.001
51.725,-0.024,0.057,0.013
51.73,0.003,0.081,0
51.735,0.017,0.108,-0.034
51.74,0.028,0.132,-0.065
51.745,0.044,0.142,-0.076
51.75,0.063,0.132,-0.068
51.755,0.073,0.112,-0.053
51.76,0.061,0.098,-0.043
51.765,0.029,0.094,-0.042
51.77,-0.008,0.093,-0.045
51.775,-0.028,0.077,-0.048
51.78,-0.023,0.039,-0.045
51.785,-0.005,-0.009,-0.032
51.79,0.005,-0.052,-0.007
51.795,-0.005,-0.076,0.02
51.8,-0.031,-0.078,0.036
51.805,-0.054,-0.065,0.032
51.81,-0.059,-0.046,0.007
51.815,-0.047,-0.028,-0.029
51.82,-0.026,-0.016,-0.061
51.825,-0.005,-0.01,-0.078
51.83,0.015,-0.007,-0.078
51.835,0.031,-0.012,-0.073
51.84,0.039,-0.026,-0.076
51.845,0.029,-0.05,-0.093
51.85,0,-0.077,-0.116
51.855,-0.032,-0.098,-0.126
51.86,-0.045,-0.108,-0.112
51.865,-0.024,-0.106,-0.072
51.87,0.022,-0.096,-0.017
51.875,0.066,-0.083,0.04
51.88,0.089,-0.071,0.078
51.885,0.089,-0.063,0.083
51.89,0.079,-0.056,0.05
51.895,0.07,-0.044,-0.004
51.9,0.065,-0.027,-0.054
51.905,0.06,-0.008,-0.074
51.91,0.059,0.008,-0.064
51.915,0.073,0.018,-0.041
51.92,0.106,0.022,-0.028
51.925,0.153,0.024,-0.037
51.93,0.191,0.025,-0.061
51.935,0.2,0.03,-0.085
51.94,0.171,0.043,-0.092
51.945,0.112,0.063,-0.074
51.95,0.037,0.084,-0.038
51.955,-0.034,0.09,-0.002
51.96,-0.086,0.067,0.021
51.965,-0.112,0.017,0.026
51.97,-0.11,-0.043,0.02
51.975,-0.088,-0.088,0.015
51.98,-0.059,-0.102,0.02
51.985,-0.037,-0.086,0.042
51.99,-0.029,-0.056,0.075
51.995,-0.032,-0.027,0.103
52,-0.035,-0.006,0.107
52.005,-0.026,0.009,0.077
52.01,-0.001,0.017,0.014
52.015,0.031,0.015,-0.064
52.02,0.058,0.001,-0.131
52.025,0.072,-0.019,-0.165
52.03,0.069,-0.03,-0.152
52.035,0.052,-0.022,-0.093
52.04,0.028,0.003,0
52.045,0.006,0.03,0.1
52.05,-0.008,0.044,0.17
